Obama
0.354823339
0.566402189
0.306969847
0.460326189
0.22057452
0.489393763
0.325754236
0.368472512
0.4996697
0.319205164
0.401625143
0.344178953
0.455595906
0.489484164
0.492285386
0.310698102
0.347808365
0.434573166
0.428882946
0.393605126
0.399976356
0.523620795
0.604006553
0.414004024
0.577795125
0.453170388
0.387348354
0.30110506
0.210962915
0.405362087
0.306078353
0.398092869
0.265639644
0.267194093
0.631296594
0.396527629
0.448964345
0.352885384
0.531520404
0.516999216
0.326827368
0.350339683
0.480224696
0.261112133
0.56364648
0.566372232
0.388596379
0.5164637
0.393247017
0.297697368
0.85224251
0.439043343
0.26259542
0.425232588
0.31225772
0.278081181
0.350374915
0.384327942
0.316941604
0.374559832
0.359518652
0.41112866
0.427440663
0.388152246
0.375676461
0.429106474
0.386954516
