Clinton
0.298633799
0.564415795
0.224955659
0.382420669
0.153718516
0.427256812
0.251648119
0.246584511
0.484163913
0.291588338
0.295809996
0.231719368
0.310469691
0.484852906
0.525763491
0.243464333
0.235531629
0.305478806
0.313414679
0.287236735
0.384833316
0.493907498
0.593925542
0.262523459
0.467587854
0.33365777
0.261050876
0.249794506
0.134064956
0.277967235
0.230149774
0.303965225
0.185273031
0.174004999
0.502170528
0.376607248
0.343558131
0.303194921
0.503734537
0.387656237
0.257008788
0.244156178
0.355506715
0.195350622
0.484198714
0.587296983
0.334036321
0.461817545
0.262617597
0.218881483
0.824051383
0.354753318
0.167159573
0.266517928
0.244351926
0.206185278
0.238636364
0.263802083
0.210107304
0.352758621
0.266518827
0.273944621
0.355211718
0.286071987
0.327423792
0.287727492
0.331907479
